|albumArtLink|albumName|artistID|artistName|genreList|isBNM|isBNR|isReissue|labelList|publishDate|releaseYear|retrievalTime|reviewContent|reviewID|reviewLink|score|writer
0|http://cdn4.pitchfork.com/albums/8645/homepage_large.183d04eb.jpg|Vessel States|4658.0|Wilderness|['Rock']|0.0|0.0|0.0|['Jagjaguwar']|2006-04-13 00:00:00|2006|2016-06-11 20:46:09.210854|"<div class=""contents dropcap"" data-reactid="".1pdwqeshz40.1.6:0.1.0.$8790/=1$8790.0.3.2.0.1.0.1""><p>In a world where Lungfish, Fugazi, and PiL didn't exist, Wilderness would sound like nobody else. No deductions for derivativeness, though-- it's not as if those bands invented cascades of spindly guitar and world-weary dread. After being active in Baltimore but nationally latent for some time, Wilderness made a name for themselves last year with their dreamy debut album and tight, minimally dramatic live performances. You really haven't lived until a man in a domino mask has rubbed a microphone on your nipple while menacingly deep waves of stately post-punk crest and crash behind him.</p><p> 
    
    Like its predecessor, <em>Vessel States</em> is at once lush and brittle; James Johnson's weirdly hearty geriatric wheeze (kind of sounds like Walter Matthau being asphyxiated) gutters and flares on a pyre of wiry guitars and booming, atmospheric percussion. <em>States</em> is even more reticent than the self-titled debut-- measured and serene, almost lackadaisical in its unhurried progression, its esoteric screeds against the late-capitalist regime mete out their frissons like time-released capsules. As a result, the album is less immediately memorable than Wilderness' prior work, but its glittering suspension of pensive melodies and resounding rhythms is just as fine in the long run.</p><p> 
    
    Like most songs on the album, ""The Blood Is on the Wall"" is imposingly stark, moving at a measured and deliberate crawl. Against a weightless wash of cymbals, the guitar picks out a sinuous melody as Johnson strategically unleashes his phlegmatic howl. There's a caesura at the three minute mark, then the drums drop into place and the guitar straightens out into a rigid lockstep. The shift isn't overly pronounced and shouldn't scan as so cathartic, but in the context of Wilderness's economical idiom, it's practically explosive. ""Beautiful Alarms"" is an early standout, with its silvery tracers of guitar and fat, descending bass line; it's an exercise in effervescent stasis until it rides out on a series of tiny decrescendos. And ""Fever Pitch"" recalls the terse, low-lying slither of Polvo, its serpentine melody sidewinding through clouds of understated dissonance.</p><p> 
    
    Lyrically, Johnson is a grave as ever, repetitively reeling off solemn almost-non-sequiturs about ""immortal amortality"" and the ""death verses"" that equal ""entertainment."" You generally can't make him out without the lyric sheet anyway. I think I liked ""Beautiful Alarms"" a little better when I thought it was a post-punk poisoned valentine. ""Those beautiful alarms/ Historical coincidence/ As history disappears"" is slightly less endearing than ""Most beautiful eyes"", which is what it sounded like to me. But Wilderness isn't a band that's out to please; they minimize or omit the musical cues that tell the listener how they should feel at any given point in a song. Like the literal wilderness, Wilderness is utterly indifferent and has the potential to bore people craving more ostentatious entertainment, but rewards patient observation. </p></div>"|8790.0|http://pitchfork.com/reviews/albums/8790-vessel-states/|7.5|Brian Howe
0|http://cdn3.pitchfork.com/albums/129/homepage_large.226798ae.jpg|Some Echoes|62.0|Aloha|['Rock']|0.0|0.0|0.0|['Polyvinyl']|2006-04-13 00:00:00|2006|2016-06-11 20:46:09.801491|"<div class=""contents dropcap"" data-reactid="".24gyokdmhog.1.6:0.1.0.$130/=1$130.0.3.2.0.1.0.1""><p>When Aloha released their first EP, they almost immediately became ""the band with the vibraphone""; while all the other post-rock bands treated the vibes as indie rock bling, Aloha broke it free and chased along behind. Their first full-length, <em>That's Your Fire</em>, hurtled along with no breaks or brakes as the band bled one kind of happiness into another: ""I'm in love! I got the car to start! I'm going to Mars! There's another Snapple in the fridge!"" They had sad songs too, but the poignancy hit and passed. ""Someone pumps my heart until it bursts. This vessel is blown."" Think that sounds sissy? Not against that rhythm section, it doesn't.</p><p>
     
    But after two LPs, the band broke up and then reformed-- this time with keys and percussion man T. J. Lipple replacing vibraphonist Eric Koltnow. This took an adjustment for the band and the fans, but with the gorgeous <em>Here Comes Everyone</em> and now <em>Some Echoes</em>, the transition's complete: The band sounds more confident than ever, and every arrangement is stripped to the bones. After contributing so much of the dreamy grace of <em>Here Comes Everyone</em>, Lipple is a subtle presence here, and Matthew Gengler, a melodic bass guitarist hanging off the same musical tree as Chris Squire, bangs out single-note lines like his fucking life depends on it. Cavallario spends more time behind an electric organ than guitar, and instead of drowning his vocals in the mix, he sticks them right up front where they belong. He'll let an entire ballad hang on his vocals; skip to ""If I Lie Down"", Aloha's own ""Whiter Shade of Pale"", where he sounds bravely fragile above the organ, and only a stray ""will I?"" in the chorus mars the most exquisite song in their catalog.</p><p>
     
    The psychedelic rock of cuts like the opener, ""Brace Your Face"", bring a 1960s Strawberry Alarm Clock/early Yes vibe, and the lyrics are pared down to a few beautiful but head-scratching images per song. As far as I can tell, Cavallario's singing about the pain of staying separated from his lover, as memories and doubt play tricks with his head, until their explosive reunion at the end of the record. That, or he's been abducted by aliens. I'm fine either way, because while <em>Some Echoes</em> starts out as a good album, by the end it reveals itself as the best thing they've ever done: the second half is astonishing, from the hackey sack guitars of the Sea and the Cake-esque ""Weekend"" to ""Mountain"", a shattering final anthem. </p><p>
     
    And none of it would work if they still had the vibes. While Aloha Mk 2 proved itself as a going concern on <em>Here Comes Everyone</em>, <em>Some Echoes</em> explains why they had to drop the freewheeling improv that defined them early on. The vibes splayed across <em>That's Your Fire</em> like wild, loose nerve endings, all but stealing the spotlight from Cavallario's vocals-- which may have been what he wanted, back then. But now his band has a clearer, purer vision, and they express it fiercely.</p></div>"|130.0|http://pitchfork.com/reviews/albums/130-some-echoes/|8.0|Chris Dahlen
0|http://cdn.pitchfork.com/albums/7730/homepage_large.045259dd.jpg|Kratitude|4156.0|The Seconds|['Rock']|0.0|0.0|0.0|['5RC']|2006-04-13 00:00:00|2006|2016-06-11 20:46:10.379390|"<div class=""contents dropcap"" data-reactid="".5o609x1dkw.1.6:0.1.0.$7853/=1$7853.0.3.2.0.1.0.1""><p>Although Brain Chase is better known for providing the muscular, no fills
    drumbeats that propel the shadowy pop of Yeah Yeah Yeahs, and guitarist
    Zachary Lehrhoff for the stingingly sweet melodies of noise duo Ex-Models,
    both insist that the Seconds is not simply a side project-- and both would like
    to devote more energy to it. Equally short on downtime, engineering
    student Jeannie Kwon joins the New York based group on bass and vocals,
    providing a deep kick to the astringent, urgent tones of the no wave
    trio's second full length, <i>Kratitude.</i></p><p>
    
    Chase's distinctive drumming style is often labeled as primitive,
    but he has considerable flair for weaving unpredictable
    rhythms on a simple kit and an intuitive relationship to the electric
    guitar. Short on fills and strong on the kick and tom, Chase works
    best with rhythm heavy guitarists, with whom he spars and interlocks with
    typically brutal, knotty grace. Like Chase's YYYs band mate Nick Zinner,
    Lehrhoff extends his guitar lines from the gluey pull of the drums
    while simultaneously communicating with the beat, which is far more
    effective than focusing on embellishment. The same can be said for the
    vocals, which the Seconds mine for phonetic, textural, and rhythmic
    qualities rather than the meaning or metaphor behind the lyric. On
    ""Dogsicle"", for example, Kwon and Lehrhoff repeat an indecipherable line
    that blurs together into a swirling, kinetic pattern and, with the force
    of a fierce whirlpool, is eventually pulled down into a cacophony of
    barked tantrums, lean beats, and sliced distortion.</p><p>
    
    Largely conceived by Chase, and in keeping with his minimalist style,
    <i>Kratitude was recorded on a 4-track at his old practice space in Brooklyn.
    It's less catchy than 2001's ""Y"", yet more immediate and hyperactive.
    Melody and structure are like an afterthought in this brisk collection of
    violently impulsive, jutting punk rock songs; instead the Seconds head
    directly for the jugular of rhythm and repetition. On the album's opening
    track, ""Moving"", Kwon's dampened harmonic string textures burst into a raw
    flow of post-hardcore that echoes L.A. noiseniks the Mae Shi or, as the
    marketing sticker on the jewel case accurately suggests, Throbbing
    Gristle.</i></p><p>
    
    Though the Seconds lament the lack of time they can devote to
    fuelling their glorious racket, the sense of urgency that arises out this
    situation strongly contributes to the group's sound. It is reactionary and
    explorative and awkward. Not unconsidered, just direct-- and overflowing
    with sounds that itch and split, like hundreds of nails bouncing over
    sheets of broken glass.</p></div>"|7853.0|http://pitchfork.com/reviews/albums/7853-kratitude/|7.0|Mia Lily Clarke
0|http://cdn.pitchfork.com/albums/8411/homepage_large.299ec373.jpg|Songs and Other Things|4539.0|Tom Verlaine|['Rock', 'Experimental']|0.0|0.0|0.0|['Thrill Jockey']|2006-04-12 00:00:00|2006|2016-06-11 20:46:10.928888|"<div class=""contents dropcap"" data-reactid="".1jmetbxkwsg.1.6:0.1.0.$11862/=1$11862.0.3.2.0.1.0.1""><p>Greatness is a curse. Nearly 30 years after they were recorded, Television's <i>Marquee Moon</i> and, to a lesser degree, <i>Adventure still cast an intimidating shadow of influence and timelessness. And while the band was eventually mesmerizingly tight, it was always Tom Verlaine who was at the eye of the storm. He penned virtually every song, and his singular approach to the guitar made sure his extended solos never drew scorn-- even in the midst of the less-is-more milieu of punk and early new wave. So regardless of what musical avenues Verlaine wanted to explore post-Television, his fans-- myself included-- are perpetually and admittedly unfairly dissatisfied.</i></p>
<p>Now, 14 years since his last release, Verlaine has unveiled two new albums: the vocal <i>Songs and Other Things</i> and the instrumental <i>Around</i>. No, they are not <i>Marquee Moon Revisited, but based on the players he's chosen to collaborate with, it seems he's trying to recapture some of his former glory. On </i><i>Songs</i>, Verlaine is joined by a host of musicians including Patti Smith Group drummer Jay Dee Daugherty and Television bassist Fred Smith, while <i>Around</i>'s timekeeping belongs solely to Television drummer Billy Ficca. Somehow, though, the chemistry just isn't there. </p>
<p><i>Songs</i>' best moments occur when Verlaine complicates the pop formula with serious tension. On ""Orbit"", for example, the song oscillates between spritely verses and dark, brooding choruses. Elsewhere, though, Verlaine's songwriting suffers from a legacy of imitators: ""The Earth Is in the Sky"" sounds like it could have been an outtake from Luna's <i>Penthouse (to which Verlaine contributed some searing solos).</i></p>
<p><i>Around</i>, on the other hand, is a less memorable listen by sheer dint of what it is: an instrumental album. Too many of the songs are flimsy and fragmentary, never shaping into anything substantial and coming across like incidental music. This makes sense, given Verlaine has been scoring silent films from the archives of the Columbus, Ohio-based Douris Corporation since 1999. But without a context to lend an emotional charge, these songs are too sparse and atmospheric to be truly affecting music.</p>
<p>Even if neither <i>Songs</i> nor <i>Around match Verlaine's best work, much of his vitality remains in tact. On </i><i>Songs</i>' ""Nice Actress"", he outdoes Lou Reed for detachment, aloofly spitting lines like: ""Never said you were some fucked up act-uh."" And his guitar playing is still stunning, veering from fluttering, singing lines to noisy squalls that detonate without warning. But, apart from such expressive guitar work, these songs are dim and winking in comparison to Verlaine's bygone triumphs.</p></div>"|11862.0|http://pitchfork.com/reviews/albums/11862-songs-and-other-things-around/|6.6|John Motley
1|http://cdn.pitchfork.com/albums/8412/homepage_large.4c07ef80.jpg|Around|4539.0|Tom Verlaine|['Rock', 'Experimental']|0.0|0.0|0.0|['Thrill Jockey']|2006-04-12 00:00:00|2006|2016-06-11 20:46:10.928888|"<div class=""contents dropcap"" data-reactid="".1jmetbxkwsg.1.6:0.1.0.$11862/=1$11862.0.3.2.0.1.0.1""><p>Greatness is a curse. Nearly 30 years after they were recorded, Television's <i>Marquee Moon</i> and, to a lesser degree, <i>Adventure still cast an intimidating shadow of influence and timelessness. And while the band was eventually mesmerizingly tight, it was always Tom Verlaine who was at the eye of the storm. He penned virtually every song, and his singular approach to the guitar made sure his extended solos never drew scorn-- even in the midst of the less-is-more milieu of punk and early new wave. So regardless of what musical avenues Verlaine wanted to explore post-Television, his fans-- myself included-- are perpetually and admittedly unfairly dissatisfied.</i></p>
<p>Now, 14 years since his last release, Verlaine has unveiled two new albums: the vocal <i>Songs and Other Things</i> and the instrumental <i>Around</i>. No, they are not <i>Marquee Moon Revisited, but based on the players he's chosen to collaborate with, it seems he's trying to recapture some of his former glory. On </i><i>Songs</i>, Verlaine is joined by a host of musicians including Patti Smith Group drummer Jay Dee Daugherty and Television bassist Fred Smith, while <i>Around</i>'s timekeeping belongs solely to Television drummer Billy Ficca. Somehow, though, the chemistry just isn't there. </p>
<p><i>Songs</i>' best moments occur when Verlaine complicates the pop formula with serious tension. On ""Orbit"", for example, the song oscillates between spritely verses and dark, brooding choruses. Elsewhere, though, Verlaine's songwriting suffers from a legacy of imitators: ""The Earth Is in the Sky"" sounds like it could have been an outtake from Luna's <i>Penthouse (to which Verlaine contributed some searing solos).</i></p>
<p><i>Around</i>, on the other hand, is a less memorable listen by sheer dint of what it is: an instrumental album. Too many of the songs are flimsy and fragmentary, never shaping into anything substantial and coming across like incidental music. This makes sense, given Verlaine has been scoring silent films from the archives of the Columbus, Ohio-based Douris Corporation since 1999. But without a context to lend an emotional charge, these songs are too sparse and atmospheric to be truly affecting music.</p>
<p>Even if neither <i>Songs</i> nor <i>Around match Verlaine's best work, much of his vitality remains in tact. On </i><i>Songs</i>' ""Nice Actress"", he outdoes Lou Reed for detachment, aloofly spitting lines like: ""Never said you were some fucked up act-uh."" And his guitar playing is still stunning, veering from fluttering, singing lines to noisy squalls that detonate without warning. But, apart from such expressive guitar work, these songs are dim and winking in comparison to Verlaine's bygone triumphs.</p></div>"|11862.0|http://pitchfork.com/reviews/albums/11862-songs-and-other-things-around/|6.2|John Motley
0|http://cdn.pitchfork.com/albums/1225/homepage_large.5f1377ec.jpg|Garden Ruin|650.0|Calexico|['Rock']|0.0|0.0|0.0|['Quarterstick', 'City Slang']|2006-04-12 00:00:00|2006|2016-06-11 20:46:11.606663|"<div class=""contents dropcap"" data-reactid="".fvemmrs5xc.1.6:0.1.0.$1234/=1$1234.0.3.2.0.1.0.1""><p>After nearly a decade spent playing together as Calexico, and with personal recording histories stretching as far back as 1988, Calexico's two principles are seasoned musicians who by now could just as easily stick to what they know and keep their fans happy and hungry for more.  But as evidenced by their recent collaboration with Iron &amp; Wine, and now by <i>Garden Ruin</i>, their fifth proper full-length (not counting collections like <i>Aerocalexico</i> or <i>The Book and the Canal</i>), they're more interested these days in pushing their boundaries and building on strengths.  <i>Garden Ruin</i> is the most straightforward ""rock"" record they've made, and the differences between it and their previous releases are immediately discernable.</p><p>
    
    I won't lie. I already miss Calexico's old mariach-indie rock sound and the rampant eclecticism that saw them jumping from jazz to flamenco dub to folk to icy dirges on 2003's <em>Feast of Wire</em>, but fortunately, the sounds that replace those bygone elements are just as satisfying.  <em>Garden Ruin</em> is beautifully fleshed out and focused, retaining some of the duo's Southwestern elements but shifting the horn sound from Ciudad Juarez to Los Angeles.  Here, Calexico economically blend jazz, country, American folk, and indie rock into concise, well-oiled pop songs, complete with gorgeous vocal layering that's popped up before in a more primitive state on tracks like ""Not Even Stevie Nicks..."" and ""Grip-Tape"", but is now fully formed.</p><p>
    
    The stylistic change is evident from the album's opening notes, where an acoustic guitar figure that once might have fluttered through Spanish passages becomes a minor-key riff instead, sending the song speeding off on a brisk drumbeat as Joey Burns belts out twangy vocals.  The meticulously detailed mix reveals interlocking acoustic and electric guitars, piano, glockenspiel, strings, and horns, before finally ending with Burns' layered falsetto wordlessly harmonizing with itself.</p><p>
    
    The high harmonies on the verses of ""Panic Open String"" are absolutely beautiful, the mellifluous melodies and flowing steel guitar contrasting sharply with the much harder start/stop of the chorus.  But Burns one-ups himself a few songs later, piling harmonies on ""Lucky Dime"" over Convertino's spryly shuffling drums to create a Technicolor pop nugget.  ""Roka (Danza de la Muerte)"" finds that spooky corner Calexico have so often inhabited, with starlit acoustic guitar and arresting Spanish guest vocals.  Its lyrics also offer pointed commentary on immigration, a rarity for this album, where the band's usual fixation on the politics of the border is largely supplanted by the politics of the heart: ""So close your eyes/ Slow your breath/ Dream of northern lights/ Around this dance of death.""</p><p>
    
    By contrast, closer ""All Systems Red"" is epic.  The song begins as a quiet acoustic tune, but morphs into a lurching monster as dramatic as anything the band has done to this point, guitars straining skyward, even as the chord progression descends and a maelstrom of noise reaches in to pull them down.  Burns belts out from the middle of it with a power he's never
    harnessed before, and when it finally reaches the point of total overload, the rhythms give way to a gradual decay.  It's a hell of an ending to a heck of a record, a display of sound and fury at which the duo has rarely even hinted.  I'd never wanted Calexico to change, but the new direction suits them well, proving that even in the face of radical metamorphosis, they remain as stunning and distinctive as ever.</p></div>"|1234.0|http://pitchfork.com/reviews/albums/1234-garden-ruin/|8.1|Joe Tangari
0|http://cdn.pitchfork.com/albums/3291/homepage_large.5dcd457f.jpg|A Wolf in Sheep's Clothing|1630.0|Josephine Foster|['Rock']|0.0|0.0|0.0|['Locust']|2006-04-12 00:00:00|2006|2016-06-11 20:46:12.114234|"<div class=""contents dropcap"" data-reactid="".11c46ikhkw0.1.6:0.1.0.$3325/=1$3325.0.3.2.0.1.0.1""><p>The operatic voice of Josephine Foster is such a powerful and eccentric instrument that it has often seemed a slightly irregular fit no matter what sub-genre she's tried to pack it into. With her haunted, theatrical delivery, Foster cuts an arresting figure-- whether through the rustic balladry of her duo Born Heller, the snaky acid rock of 2004's <em>All the Leaves Are Gone, or the avant-folk of 2005's </em><em>Hazel Eyes, I Will Lead You</em>. But with her latest solo work, <i>A Wolf in Sheep's Clothing, Foster has found perhaps the most appropriate vehicle yet for her singular and affecting talents-- 19th century German art-songs, wholly reconstructed here via Foster's skeletal arrangements of voice and guitar. </i></p><p>
    Written in a form known as ""Kunstlied"" or simply ""Lieder,"" the songs on <i>A Wolf in Sheep's Clothing were composed by such Romantic Era greats as Johannes Brahms and Franz Schubert, with lyrics based upon the texts of writers like Johann Goethe or Eduard Mörike. Though poetic by design, it was also not uncommon for Lieder lyrics to feature a brief, fable-like narrative, giving many of these songs the appearance of a traditional ballad or folktale. Needless to say, the dramatic range and construction of these pieces nicely dovetails with Foster's idiosyncratic vocal swoops and warbles, and regardless of any language barriers she sounds perfectly at home in this gothic, Old World environment, as well as with the guttural patterns of German speech.</i></p><p>
    The album opens, aptly enough, with a version of Schubert's ""An Die Musik"", a short, rapturous ode to music with lyrics by Franz Schober. All is quiet on this track, with Josephine's multi-tracked vocals harmonizing over acoustic guitar, until suddenly guitarist Brian Goodman (of Foster's psych-rock group the Supposed) rips into a knobby and splintered electric solo that seems transmitted from another century entirely. And though some listeners might find Goodman's forceful presence on this and other tracks to be intrusive, his work provides a crucial streak of impulsive expression that keeps the album from seeming an overly reverent exercise in front-parlor nostalgia.</p><p> 
    This sense of spontaneous creation is maintained on the following ""Der König in Thule"", which spirals into a glorious eddy of a cappella overdubbed vocals. On ""Die Schewestern"", a Brahms composition that relates a tale of romantic jealousy between two sisters, Foster's vocal is effectively dual-channeled to better approximate the song's twin narrators, while on Schumann's ""Wehmut"" she sounds as distantly lonesome as the lyrics' yearning nightingale.</p><p>
<em>A Wolf in Sheep's Clothing</em> reaches its experimental apex on Foster's epic-length treatment of ""Auf einer Burg"", a Schumann piece whose lyrics portray a rather turgid storyline complete with a decayed castle and weeping bride. Here her voice takes on a dissolute, glassy luster while ghostly shreds of guitar and feedback crumble into the shadows. The creepy, unsettling theater of this performance is further enhanced by an immediate segue into the album-closing ""Näne des Geliebten"", a lovely slice of sunlit folk that breezily recalls the traditional work of Shirley Collins. On these pieces and throughout the album, Foster displays her unique ability to fully inhabit the space of a song- no matter how outlandish or anachronistic its details may seem. In so doing she is able to recast these ageless works in her own solitary image, an image that seems more acutely defined the further backwards she casts her gaze. </p></div>"|3325.0|http://pitchfork.com/reviews/albums/3325-a-wolf-in-sheeps-clothing/|7.9|Matthew Murphy
0|http://cdn3.pitchfork.com/albums/6372/homepage_large.a0fa0940.jpg|Élan Vital|3390.0|Pretty Girls Make Graves|[]|0.0|0.0|0.0|['Matador']|2006-04-11 00:00:00|2006|2016-06-11 20:46:12.743116|"<div class=""contents dropcap"" data-reactid="".aksilkuolc.1.6:0.1.0.$6466/=1$6466.0.3.2.0.1.0.1""><p>Angular, studio-polished emo-math-punk is the stuff of slightly wizened-up ex-mallcore kids, not premeds. Don't tell that to Pretty Girls Make Graves-- they know it. For four years the band has made music in a style that's widely warned against. But what many have read as shallow, angsty discharge actually bespeaks an unusual maturity as Pretty Girls Make Graves throw caution to the wind and do as they please-- an insouciance that has translated well into their music.</p><p>
    I guess it's no surprise, then, that the same musicians who OK'd the lines ""Do you remember what the music meant?"" and ""Do you remember when the music meant something?"" on back-to-back albums would eventually grow self-conscious and give into pressure to expand their horizons. For that I'll begrudge <em>Élan Vital</em>'s growing pains. The band's first record in three years is also its first with keyboardist Leona Marrs, and the album packages a loosened-up (read: defanged), groove-centric sound, infinitely more urbane but so much more boring, too. Forced change always comes off rushed and awkward and overzealous; no exception here, from half-timed should-be banger ""The Magic Hour"" to post-Decemberists accordion-whacked ""Selling the Wind"".</p><p> 
    Opener ""The Nocturnal House"" makes a weak but sadly appropriate opening statement. On previous records, this band sounded Xacto knife sharp; not only were their chops speed metal-worthy, the recordings pulled each note taut so the chops actually did chop. <em>Élan Vital</em> is a looser, sloppier affair, soft-angled where <em>The New Romance</em> was acute-as-fuck, humid and thick where the old stuff was icy-clean. ""The Nocturnal House"" abuses drummer Nick DeWitt's talents, overdoing the kicks and generally running him silly on the odd-meter hamster wheel. Singer Andrea Zollo's vocals come in massive, echoing tides, which waterlog the track where it needs precision. Better is ""Parade"", which is franker about its rhythm and takes care not to overflavor the sauce, a smooth velouté of bass, honeyed keyboards, and tastefully double-tracked drums. It's the best rock samba since Deerhoof's ""Spirit Ditties of No Tone"".</p><p> 
    ""Domino"" sidles up to the edge of the prom dancefloor doing its sultriest neo-disco two-step. It's hard to front on the two-finger piano bass line and vocal-mirroring organ gestures, but peals of overdriven guitars sully the swagger. Such is it with much of <em>Élan Vital</em>. Parts that might otherwise dash or dance or do pole vaults instead feel haggard or encumbered by reverb and other treatments. There's obviously a desire to take a risk here, flee the comfort zone, which is admirable, and expected-- bands always get stir crazy before their listeners do. But the more complicated this album grows, the more I miss erstwhile PGMG's beeline energy, which Phil Ek's crisp production helped to further galvanize. ""Speakers Push the Air"", with its loping synth undercarriage and synced-up guitar bends, was sophisticated enough; ""All Medicated Geniuses"" turned polyrhythmic tailwhips without sacrificing anthem. <em>Élan Vital</em> finds the band turning up rocks for a new voice when all it really needs to do is chase its own tail.</p></div>"|6466.0|http://pitchfork.com/reviews/albums/6466-elan-vital/|6.4|Sam Ubl
0|http://cdn2.pitchfork.com/albums/6438/homepage_large.c202a86a.jpg|Stay Afraid|3431.0|Parts & Labor|['Rock', 'Experimental']|0.0|0.0|0.0|['Jagjaguwar']|2006-04-11 00:00:00|2006|2016-06-11 20:46:13.392198|"<div class=""contents dropcap"" data-reactid="".1w0ua3re0ao.1.6:0.1.0.$6533/=1$6533.0.3.2.0.1.0.1""><p>Right now, in the early age of connectivity, genres that once never had a fighting chance at
    decent sales and overground notoriety are breaking and proliferating in a big way. Esoteric bands are now little more than a link away, and I
    can think of no realm of music that's benefited more, from an economic
    standpoint, than what we loosely refer to as noise.</p><p>
    
    Parts &amp; Labor aren't noise in the same way Wolf Eyes or the Dead C are, but
    noise isn't merely a bay leaf seasoning their stylistic soup-- it's more
    like the broth. Their songs float in a bowl of buzz and squelch, with nearly
    every sound outside of the cymbals and most of the vocals pushed well into
    the red. Playing the band's second album, <em>Stay Afraid</em>, too loudly on
    headphones is begging for tinnitus, as the whole treble range is throbbing
    with cutting, ragged overtones and distortion. It's more
    aggressive than their previous work, including their split with Tyondai
    Braxton, and to call it unrelenting would be an understatement.</p><p>
    
    The vocals, split between keyboardist/guitarist Dan Friel and
    bassist/keyboardist BJ Warshaw, are the kind of everyman deal you get when
    a band opts against bringing in another member just to sing-- plenty
    palatable but not distinctive, and anyway they're jostling for space with a
    wall of squeeling electronics and searing guitars that offer no quarter.
    Still, the presence of those vocals amongst the music's marauding
    elements injects a palpable emotional component-- especially on ""Repair"" and ""A
    Great Divide"", where the vocals, simple as they are, help the songs to transcend
    the oversaturation and really take flight.</p><p>
    
    On the title track, Friel's voice holds off a
    tide of shrieking feedback as long as it can, finally succumbing to the
    monstrous coda, where drummer Christopher Weingarten totally loses his shit,
    providing as much nasty noise as he does basic rhythm. One aspect of the band's music that's unfortunately largely absent here is the vaguely Celtic angle they've
    flirted with, wherein the guitar or keys take on a drone/melody motif
    similar to bagpipes, but they've certainly found plenty of other sounds to fill the space.</p><p>
    
    What Parts &amp; Labor have figured out how to do, in a way no one else really
    has, is to make noise anthemic. As such, <em>Stay Afraid</em> is accessible though still not for the faint
    of heart-- if you like your melodies sweet and your lyrics decipherable
    without the booklet, stay away. But for the growing hordes of noise fans, this record not only delivers but could serve as a gateway to more abrasive sounds.</p></div>"|6533.0|http://pitchfork.com/reviews/albums/6533-stay-afraid/|7.7|Joe Tangari
0|http://cdn2.pitchfork.com/albums/7729/homepage_large.29ae2ac5.jpg|The Charm|4155.0|Bubba Sparxxx|['Rap', 'Pop/R&B']|0.0|0.0|0.0|['Purple Ribbon']|2006-04-11 00:00:00|2006|2016-06-11 20:46:13.822384|"<div class=""contents dropcap"" data-reactid="".135r87mafpc.1.6:0.1.0.$7852/=1$7852.0.3.2.0.1.0.1""><p>When he released <i>Deliverance in 2002, Bubba Sparxxx made a leap into the great unknown. He was already a curiosity, a white rapper with rural working-class roots, and he'd played his background for laughs on ""Ugly"", his breakthrough single, a couple of years earlier. But on <em>Deliverance</em>, he dug deeper, talking about poverty and marginalization with surprising candor while producer Timbaland spliced his usual futuristic thump with country samples and jug-band harmonicas. It was a bold and unprecedented move, and it predicted the rap-collabo feud that hit country a year later with Nelly and Tim McGraw's ""Over &amp; Over"" and Cowboy Troy. Nobody noticed, of course. </i><i>Deliverance sold far too few copies, and it remains one of the decade's great unheard albums.</i></p><p>
    
    Follow-up <i>The Charm is Sparxxx's attempt to jump back into the mainstream after he tried and failed to change the way pop music sounds. The album-- the Georgia emcee's first since moving from Timbaland's Beat Club label to Purple Ribbon, the new imprint run by Big Boi of OutKast-- arrives in the shadow of ""Ms. New Booty"", the witless bass-and-sirens club-jam collaboration with the Ying Yang Twins, who, I swear to God, get dumber every time they open their mouths (""Sippin' on Patron, blong blong blong/ Shorty in a thong, whoa whoa whoa""). ""Ms. New Booty"" is depressingly boring, but it's done its job, giving Bubba his biggest-ever hit. And thankfully, it's an anomaly on <em>The Charm</em>, which is surprisingly great as conciliatory moves go. </i></p><p>
    
    At less than an hour, <em>The Charm</em> is short and slight for a mainstream rap album, and it has none of the genre-fucking courage of <i>Deliverance. Big Boi doesn't rap on the album, and he only produces one song (the watery, diffuse almost-jazz of ""Ain't Life Grand""), but the influence of Atlanta's Dungeon Family crew, of which Sparxxx and Outkast are included, is all over the album. The production, mostly from members of the DF-affiliated Organized Noize crew, is all happy, propulsive bounce: eerily spare whistles on ""Claremont Lounge"", gorgeous flecks of acoustic guitar and burbling bass on ""As the Rim Spins"", a chopped-up children's choir on the almost absurdly sunny ""Wonderful"". And Bubba has fully internalized the crew's mixed-up cocktail of swagger and introspection; even when he's boasting, he's both self-effacing and defensive. ""If I ain't on ya list, shit, you can't win 'em all/ But until he died, most of y'all ain't fuck with Biggie Smalls,"" he says on the album-opener ""Represent"". Later, on ""That Man"": ""Really don't expect no forgiveness for <em>Deliverance</em>/ Then again, I offer no apologies; I lived the shit."" Conveying this stuff in an unpretentious aw-shucks drawl, he drips with charm but is likeably clumsy enough that it's almost shocking when he busts out an excellent double-time flow on ""The Otherside"".</i></p><p>
    
    That modesty also comes through on his goofy pickup lines (on ""Wonderful"": ""Sit on my lap and let's talk about the first thing that pop up""). So it's an unpleasant surprise to hear an ugly new streak of misogyny on a couple of songs. He makes up for it on ""Run Away"", a sweet, tender story-song, rapping about two kids who leave home together on a bus over plaintive acoustic guitars and an understated drum track. Bubba wants to become a pop star, and he probably won't succeed, but he hasn't lost his heart.</p></div>"|7852.0|http://pitchfork.com/reviews/albums/7852-the-charm/|7.7|Tom Breihan
